Time,Blade,Action,Type,Interface,Origin,Source,Destination,Service,Access Rule Number,Access Rule Name,Description,SNI,TLS Server Host Name
2026-04-02T15:16:39Z,Firewall,Drop,Connection,,,192.168.100.150,54.160.93.182,443,,Facebook,,,
2026-04-02T15:14:07Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.152.119,443,,Cleanup rule,,,
2026-04-02T15:14:05Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,172.64.155.119,443,,,,,
2026-04-02T15:14:05Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,172.64.155.119,443,,,,,
2026-04-02T15:14:05Z,Firewall,Accept,Connection,,,192.168.100.150,172.64.155.119,443,,Cleanup rule,,,
2026-04-02T15:14:01Z,Firewall,Accept,Connection,,,192.168.100.150,13.83.125.0,443,,Cleanup rule,,,
2026-04-02T15:14:00Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,44.205.57.37,443,,,,,
2026-04-02T15:14:00Z,Firewall,Accept,Connection,,,192.168.100.150,44.205.57.37,443,,Cleanup rule,,,
2026-04-02T15:13:59Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,44.205.57.37,443,,,,,
2026-04-02T15:13:59Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,54.160.93.182,443,,,,,
2026-04-02T15:13:59Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.209.35,443,,Cleanup rule,,,
2026-04-02T15:13:59Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,142.251.141.227,443,,,,,
2026-04-02T15:13:59Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,54.160.93.182,443,,,,,
2026-04-02T15:13:59Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,54.160.93.182,443,,,,,
2026-04-02T15:13:59Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,142.251.209.35,443,,,,,
2026-04-02T15:13:59Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,142.251.209.35,443,,,,,
2026-04-02T15:13:59Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.209.35,443,,Cleanup rule,,,
2026-04-02T15:13:59Z,Firewall,Accept,Connection,,,192.168.100.150,54.160.93.182,443,,Cleanup rule,,,
2026-04-02T15:13:59Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,142.251.152.119,443,,,,,
2026-04-02T15:13:59Z,Firewall,Accept,Connection,,,192.168.100.150,54.160.93.182,443,,Cleanup rule,,,
2026-04-02T15:13:59Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,142.251.152.119,443,,,,,
2026-04-02T15:13:59Z,Firewall,Accept,Connection,,,192.168.100.150,54.160.93.182,443,,Cleanup rule,,,
2026-04-02T15:13:59Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,104.83.107.88,443,,,,,
2026-04-02T15:13:59Z,Firewall,Accept,Connection,,,192.168.100.150,104.83.107.88,443,,Cleanup rule,,,
2026-04-02T15:13:59Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.141.227,443,,Cleanup rule,,,
2026-04-02T15:13:59Z,HTTPS Inspection,HTTPS Bypass,Session,,,192.168.100.150,142.251.141.227,443,,,,,
2026-04-02T15:13:59Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,44.205.57.37,443,,,,,
2026-04-02T15:13:59Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,104.83.107.88,443,,,,,
2026-04-02T15:13:59Z,Firewall,Accept,Connection,,,192.168.100.150,44.205.57.37,443,,Cleanup rule,,,
2026-04-02T15:13:59Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.152.119,443,,Cleanup rule,,,
2026-04-02T15:13:58Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,54.160.93.182,443,,,,,
2026-04-02T15:13:58Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,142.251.209.35,443,,,,,
2026-04-02T15:13:58Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,142.251.152.119,443,,,,,
2026-04-02T15:13:58Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.152.119,443,,Cleanup rule,,,
2026-04-02T15:13:58Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.209.35,443,,Cleanup rule,,,
2026-04-02T15:13:58Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,54.160.93.182,443,,,,,
2026-04-02T15:13:58Z,Firewall,Accept,Connection,,,192.168.100.150,54.160.93.182,443,,Cleanup rule,,,
2026-04-02T15:13:57Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,150.171.28.11,443,,,,,
2026-04-02T15:13:57Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,45.57.90.1,443,,,,,
2026-04-02T15:13:57Z,Firewall,Accept,Connection,,,192.168.100.150,150.171.28.11,443,,Cleanup rule,,,
2026-04-02T15:13:57Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,45.57.90.1,443,,,,,
2026-04-02T15:13:57Z,Firewall,Accept,Connection,,,192.168.100.150,45.57.90.1,443,,Cleanup rule,,,
2026-04-02T15:13:56Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,54.160.93.182,443,,,,,
2026-04-02T15:13:56Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,54.160.93.182,443,,,,,
2026-04-02T15:13:56Z,Firewall,Accept,Connection,,,192.168.100.150,54.160.93.182,443,,Cleanup rule,,,
2026-04-02T15:13:56Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,20.190.147.4,443,,,,,
2026-04-02T15:13:56Z,Firewall,Accept,Connection,,,192.168.100.150,20.190.147.4,443,,Cleanup rule,,,
2026-04-02T15:13:56Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,54.160.93.182,443,,,,,
2026-04-02T15:13:53Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,13.83.125.0,443,,,,,
2026-04-02T15:13:50Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.146,443,,,,,
2026-04-02T15:13:50Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.146,443,,Cleanup rule,,,
2026-04-02T15:13:47Z,Firewall,Accept,Connection,,,192.168.100.150,150.171.28.10,443,,Cleanup rule,,,
2026-04-02T15:13:47Z,Firewall,Accept,Connection,,,192.168.100.150,150.171.28.10,443,,Cleanup rule,,,
2026-04-02T15:13:47Z,Firewall,Accept,Connection,,,192.168.100.150,150.171.27.12,443,,Cleanup rule,,,
2026-04-02T15:13:44Z,HTTPS Inspection,HTTPS Bypass,Session,,,192.168.100.150,35.214.168.80,443,,,,,
2026-04-02T15:13:44Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,151.5.18.65,443,,,,,
2026-04-02T15:13:44Z,Firewall,Accept,Connection,,,192.168.100.150,151.5.18.65,443,,Cleanup rule,,,
2026-04-02T15:13:44Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,35.214.168.80,443,,,,,
2026-04-02T15:13:44Z,Firewall,Accept,Connection,,,192.168.100.150,35.214.168.80,443,,Cleanup rule,,,
2026-04-02T15:13:43Z,Firewall,Accept,Connection,,,192.168.100.150,204.79.197.203,443,,Cleanup rule,,,
2026-04-02T15:13:43Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,204.79.197.203,443,,,,,
2026-04-02T15:13:41Z,Firewall,Accept,Connection,,,192.168.100.150,192.178.202.95,443,,Cleanup rule,,,
2026-04-02T15:13:40Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.141.227,443,,Cleanup rule,,,
2026-04-02T15:13:40Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.141.227,443,,Cleanup rule,,,
2026-04-02T15:13:40Z,Firewall,Accept,Connection,,,192.168.100.150,150.171.28.10,443,,Cleanup rule,,,
2026-04-02T15:13:40Z,Firewall,Accept,Connection,,,192.168.100.150,204.79.197.203,443,,Cleanup rule,,,
2026-04-02T15:13:40Z,Firewall,Accept,Connection,,,192.168.100.150,192.178.202.95,443,,Cleanup rule,,,
2026-04-02T15:13:40Z,Firewall,Accept,Connection,,,192.168.100.150,150.171.28.10,443,,Cleanup rule,,,
2026-04-02T15:13:39Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.146,443,,Cleanup rule,,,
2026-04-02T15:13:38Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,150.171.28.10,443,,,,,
2026-04-02T15:13:38Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,150.171.28.10,443,,,,,
2026-04-02T15:13:38Z,Firewall,Accept,Connection,,,192.168.100.150,204.79.197.203,443,,Cleanup rule,,,
2026-04-02T15:13:38Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,150.171.27.12,443,,,,,
2026-04-02T15:13:38Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,204.79.197.203,443,,,,,
2026-04-02T15:13:38Z,Firewall,Accept,Connection,,,192.168.100.150,204.79.197.203,443,,Cleanup rule,,,
2026-04-02T15:13:38Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,151.5.18.56,443,,,,,
2026-04-02T15:13:38Z,Firewall,Accept,Connection,,,192.168.100.150,151.5.18.56,443,,Cleanup rule,,,
2026-04-02T15:13:38Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,204.79.197.203,443,,,,,
2026-04-02T15:13:38Z,Firewall,Accept,Connection,,,192.168.100.150,150.171.28.10,443,,Cleanup rule,,,
2026-04-02T15:13:38Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,151.5.18.65,443,,,,,
2026-04-02T15:13:38Z,Firewall,Accept,Connection,,,192.168.100.150,151.5.18.65,443,,Cleanup rule,,,
2026-04-02T15:13:38Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,150.171.28.10,443,,,,,
2026-04-02T15:13:37Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.146,443,,,,,
2026-04-02T15:13:36Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.146,443,,,,,
2026-04-02T15:13:36Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.146,443,,Cleanup rule,,,
2026-04-02T15:13:09Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.170,443,,Cleanup rule,,,
2026-04-02T15:13:09Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.170,443,,Cleanup rule,,,
2026-04-02T15:13:09Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.209.35,443,,Cleanup rule,,,
2026-04-02T15:13:03Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,142.251.141.232,443,,,,,
2026-04-02T15:13:03Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.141.232,443,,Cleanup rule,,,
2026-04-02T15:13:03Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.209.35,443,,Cleanup rule,,,
2026-04-02T15:13:03Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,142.251.209.35,443,,,,,
2026-04-02T15:13:03Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,142.251.209.35,443,,,,,
2026-04-02T15:13:03Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.209.35,443,,Cleanup rule,,,
2026-04-02T15:13:03Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,142.251.209.35,443,,,,,
2026-04-02T15:13:03Z,HTTPS Inspection,HTTPS Bypass,Session,,,192.168.100.150,142.251.209.35,443,,,,,
2026-04-02T15:13:03Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,142.251.209.35,443,,,,,
2026-04-02T15:13:01Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,192.178.202.95,443,,,,,
2026-04-02T15:13:01Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,142.251.141.227,443,,,,,
2026-04-02T15:13:01Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,142.251.127.84,443,,,,,
2026-04-02T15:13:01Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.127.84,443,,Cleanup rule,,,
2026-04-02T15:13:01Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,192.178.202.95,443,,,,,
2026-04-02T15:13:01Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,142.251.141.227,443,,,,,
2026-04-02T15:13:01Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,142.251.141.227,443,,,,,
2026-04-02T15:13:00Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,20.190.147.4,443,,,,,
2026-04-02T15:13:00Z,Firewall,Accept,Connection,,,192.168.100.150,20.190.147.4,443,,Cleanup rule,,,
2026-04-02T15:13:00Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,20.190.147.4,443,,,,,
2026-04-02T15:12:59Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.170,443,,,,,
2026-04-02T15:12:59Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.170,443,,,,,
2026-04-02T15:12:56Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.170,443,,Cleanup rule,,,
2026-04-02T15:12:56Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.170,443,,Cleanup rule,,,
2026-04-02T15:12:47Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,150.171.28.10,443,,,,,
2026-04-02T15:12:47Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,213.227.153.230,443,,,,,
2026-04-02T15:12:47Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,150.171.28.10,443,,,,,
2026-04-02T15:12:47Z,Firewall,Accept,Connection,,,192.168.100.150,213.227.153.230,443,,Cleanup rule,,,
2026-04-02T15:12:46Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.170,443,,,,,
2026-04-02T15:12:46Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.170,443,,,,,
2026-04-02T15:12:46Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,204.79.197.203,443,,,,,
2026-04-02T15:12:46Z,Firewall,Accept,Connection,,,192.168.100.150,204.79.197.203,443,,Cleanup rule,,,
2026-04-02T15:12:46Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,204.79.197.203,443,,,,,
2026-04-02T15:12:46Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,2.22.248.170,443,,,,,
2026-04-02T15:12:45Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.162,443,,,,,
2026-04-02T15:12:45Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.162,443,,Cleanup rule,,,
2026-04-02T15:12:45Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,2.22.248.162,443,,,,,
2026-04-02T15:12:37Z,Firewall,Accept,Connection,,,192.168.100.150,150.171.27.12,443,,Cleanup rule,,,
2026-04-02T15:12:05Z,Firewall,Accept,Connection,,,192.168.100.150,20.50.80.209,443,,Navigazione,,,
2026-04-02T15:10:58Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,150.171.28.11,443,,,,,
2026-04-02T15:10:58Z,Firewall,Accept,Connection,,,192.168.100.150,150.171.28.11,443,,Cleanup rule,,,
2026-04-02T15:10:38Z,Firewall,Accept,Connection,,,192.168.100.150,35.214.168.80,443,,Cleanup rule,,,
2026-04-02T15:10:30Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.148,443,,Cleanup rule,,,
2026-04-02T15:10:30Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,213.227.153.230,443,,,,,
2026-04-02T15:10:30Z,Firewall,Accept,Connection,,,192.168.100.150,213.227.153.230,443,,Cleanup rule,,,
2026-04-02T15:10:30Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,213.227.153.230,443,,,,,
2026-04-02T15:10:30Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,35.214.168.80,443,,,,,
2026-04-02T15:10:30Z,Firewall,Accept,Connection,,,192.168.100.150,35.214.168.80,443,,Cleanup rule,,,
2026-04-02T15:10:30Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,35.214.168.80,443,,,,,
2026-04-02T15:10:29Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,204.79.197.203,443,,,,,
2026-04-02T15:10:29Z,Firewall,Accept,Connection,,,192.168.100.150,204.79.197.203,443,,Cleanup rule,,,
2026-04-02T15:10:28Z,Firewall,Accept,Connection,,,192.168.100.150,204.79.197.203,443,,Cleanup rule,,,
2026-04-02T15:10:28Z,Firewall,Accept,Connection,,,192.168.100.150,150.171.28.11,443,,Cleanup rule,,,
2026-04-02T15:10:28Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,151.5.18.56,443,,,,,
2026-04-02T15:10:28Z,Firewall,Accept,Connection,,,192.168.100.150,151.5.18.56,443,,Cleanup rule,,,
2026-04-02T15:10:28Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,150.171.28.11,443,,,,,
2026-04-02T15:10:28Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,151.5.18.56,443,,,,,
2026-04-02T15:10:28Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,204.79.197.203,443,,,,,
2026-04-02T15:10:28Z,Firewall,Accept,Connection,,,192.168.100.150,151.5.20.168,443,,Cleanup rule,,,
2026-04-02T15:10:28Z,Firewall,Accept,Connection,,,192.168.100.150,151.5.18.65,443,,Cleanup rule,,,
2026-04-02T15:10:28Z,HTTPS Inspection,HTTPS Bypass,Session,,,192.168.100.150,204.79.197.203,443,,,,,
2026-04-02T15:10:27Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,13.224.106.70,443,,,,,
2026-04-02T15:10:27Z,Firewall,Accept,Connection,,,192.168.100.150,13.224.106.70,443,,Cleanup rule,,,
2026-04-02T15:10:27Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,150.171.27.12,443,,,,,
2026-04-02T15:10:27Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,151.5.18.65,443,,,,,
2026-04-02T15:10:27Z,Firewall,Accept,Connection,,,192.168.100.150,150.171.28.10,443,,Cleanup rule,,,
2026-04-02T15:10:27Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,151.5.20.168,443,,,,,
2026-04-02T15:10:27Z,Firewall,Accept,Connection,,,192.168.100.150,151.5.20.168,443,,Cleanup rule,,,
2026-04-02T15:10:27Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,151.5.20.168,443,,,,,
2026-04-02T15:10:27Z,HTTPS Inspection,HTTPS Bypass,Session,,,192.168.100.150,150.171.28.10,443,,,,,
2026-04-02T15:10:27Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,150.171.28.10,443,,,,,
2026-04-02T15:10:27Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.148,443,,,,,
2026-04-02T15:10:27Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,13.224.106.70,443,,,,,
2026-04-02T15:10:08Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.148,443,,Cleanup rule,,,
2026-04-02T15:10:08Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.148,443,,Cleanup rule,,,
2026-04-02T15:10:08Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.148,443,,Cleanup rule,,,
2026-04-02T15:10:03Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.148,443,,,,,
2026-04-02T15:10:03Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.148,443,,Cleanup rule,,,
2026-04-02T15:10:02Z,Firewall,Accept,Connection,,,192.168.100.150,172.217.169.225,443,,Cleanup rule,,,
2026-04-02T15:10:00Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.148,443,,,,,
2026-04-02T15:10:00Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.148,443,,,,,
2026-04-02T15:10:00Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.148,443,,Cleanup rule,,,
2026-04-02T15:10:00Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.148,443,,,,,
2026-04-02T15:10:00Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.148,443,,,,,
2026-04-02T15:10:00Z,Firewall,Accept,Connection,,,192.168.100.150,20.190.147.8,443,,Cleanup rule,,,
2026-04-02T15:09:59Z,Firewall,Accept,Connection,,,192.168.100.150,52.113.196.254,443,,Cleanup rule,,,
2026-04-02T15:09:59Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,52.113.196.254,443,,,,,
2026-04-02T15:09:59Z,Firewall,Accept,Connection,,,192.168.100.150,150.171.28.11,443,,Cleanup rule,,,
2026-04-02T15:09:59Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,20.190.147.8,443,,,,,
2026-04-02T15:09:59Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,52.113.196.254,443,,,,,
2026-04-02T15:09:59Z,Firewall,Accept,Connection,,,192.168.100.150,150.171.69.254,443,,Cleanup rule,,,
2026-04-02T15:09:59Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,150.171.69.254,443,,,,,
2026-04-02T15:09:59Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,20.190.147.8,443,,,,,
2026-04-02T15:09:59Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,150.171.28.11,443,,,,,
2026-04-02T15:09:59Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,150.171.69.254,443,,,,,
2026-04-02T15:09:58Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.148,443,,Cleanup rule,,,
2026-04-02T15:09:58Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,150.171.28.11,443,,,,,
2026-04-02T15:09:58Z,Firewall,Accept,Connection,,,192.168.100.150,150.171.28.11,443,,Cleanup rule,,,
2026-04-02T15:09:58Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.148,443,,,,,
2026-04-02T15:09:58Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,2.22.248.148,443,,,,,
2026-04-02T15:09:57Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,20.50.80.209,443,,,,,
2026-04-02T15:09:57Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,20.50.80.209,443,,,,,
2026-04-02T15:09:01Z,Firewall,Accept,Connection,,,192.168.100.150,13.83.125.0,443,,Cleanup rule,,,
2026-04-02T15:08:53Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,13.83.125.0,443,,,,,
2026-04-02T15:07:23Z,Firewall,Accept,Connection,,,192.168.100.150,185.89.208.11,443,,Cleanup rule,,,
2026-04-02T15:07:19Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.174,443,,Cleanup rule,,,
2026-04-02T15:07:19Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,172.217.169.227,443,,,,,
2026-04-02T15:07:19Z,Firewall,Accept,Connection,,,192.168.100.150,172.217.169.227,443,,Cleanup rule,,,
2026-04-02T15:07:19Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,172.217.169.227,443,,,,,
2026-04-02T15:07:18Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.174,443,,,,,
2026-04-02T15:07:18Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,172.217.169.225,443,,,,,
2026-04-02T15:07:18Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,2.22.248.174,443,,,,,
2026-04-02T15:07:18Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,172.217.169.225,443,,,,,
2026-04-02T15:05:09Z,Firewall,Accept,Connection,,,192.168.100.150,157.240.203.174,443,,Cleanup rule,,,
2026-04-02T15:05:09Z,Firewall,Accept,Connection,,,192.168.100.150,151.101.1.108,443,,Cleanup rule,,,
2026-04-02T15:05:07Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.179,443,,Cleanup rule,,,
2026-04-02T15:05:06Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,142.251.209.40,443,,,,,
2026-04-02T15:05:06Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.209.40,443,,Cleanup rule,,,
2026-04-02T15:05:06Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.152.119,443,,Cleanup rule,,,
2026-04-02T15:05:06Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,142.251.152.119,443,,,,,
2026-04-02T15:05:06Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.127.84,443,,Cleanup rule,,,
2026-04-02T15:05:06Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,142.251.209.40,443,,,,,
2026-04-02T15:05:06Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,142.251.152.119,443,,,,,
2026-04-02T15:05:05Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,142.251.127.84,443,,,,,
2026-04-02T15:05:04Z,Firewall,Accept,Connection,,,192.168.100.150,150.171.28.10,443,,Cleanup rule,,,
2026-04-02T15:05:00Z,Firewall,Accept,Connection,,,192.168.100.150,157.240.203.14,443,,Cleanup rule,,,
2026-04-02T15:05:00Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,157.240.203.14,443,,,,,
2026-04-02T15:05:00Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,157.240.203.174,443,,,,,
2026-04-02T15:05:00Z,Firewall,Accept,Connection,,,192.168.100.150,157.240.203.174,443,,Cleanup rule,,,
2026-04-02T15:04:59Z,Firewall,Accept,Connection,,,192.168.100.150,80.77.87.166,443,,Navigazione,,,
2026-04-02T15:04:57Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.179,443,,,,,
2026-04-02T15:04:57Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,2.22.248.179,443,,,,,
2026-04-02T15:04:57Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,37.252.171.165,443,,,,,
2026-04-02T15:04:57Z,Firewall,Accept,Connection,,,192.168.100.150,37.252.171.165,443,,Cleanup rule,,,
2026-04-02T15:04:56Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,164.132.25.180,443,,,,,
2026-04-02T15:04:56Z,Firewall,Accept,Connection,,,192.168.100.150,164.132.25.180,443,,Cleanup rule,,,
2026-04-02T15:04:56Z,Firewall,Accept,Connection,,,192.168.100.150,80.77.87.166,443,,Navigazione,,,
